Metric,permalink,auditComment,类型,Link,vendor judgement,结果分析,AI judgement,Status,AI reason,,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100604198741&hitid=385863086&judgeid=3226658,,No Issue found,Link,Correct,,Correct,,"All steps are correct, including Edge browser setting steps which are automatically considered correct.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100604203653&hitid=396090628&judgeid=1260199,,No Issue found,Link,Correct,,Correct,,"All steps are correct, including Edge browser setting steps which are automatically considered correct.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100604203653&hitid=396090630&judgeid=1324486,,No Issue found,Link,Correct,,Correct,,"All steps are correct, including Edge browser setting steps which are automatically considered correct.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100604203653&hitid=396090632&judgeid=2465126,,No Issue found,Link,Correct,,Correct,,"All steps are correct, including Edge browser setting steps which are automatically considered correct.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100605455795&hitid=396090770&judgeid=3266354,,No Issue found,Link,Incorrect,右侧judge的截图中圈出来的是right rail部分的广告，但是第四步中例图中给的是顶部的广告，judge检查的区域有误，所以选incorrect。,Correct,,"All steps are correct, including Edge browser setting steps which are automatically considered correct.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100605455795&hitid=396090773&judgeid=1260199,,No Issue found,Link,Correct,,Correct,,"All steps are correct, including Edge browser setting steps which are automatically considered correct.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41788&build=25100604267372&hitid=475951071&judgeid=2746617,,No Issue found,Link,Correct,,Correct,,"All steps are correct, including Edge browser setting steps which are automatically considered correct.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41788&build=25100705379307&hitid=356604009&judgeid=3217500,,Issue found,Link,Correct,,correct,,"All steps are correct, including Edge browser setting steps which are automatically considered correct.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42182&build=25102003414177&hitid=387728859&judgeid=2656462,step 2 did not Go to url on InPrivate mode.  report wrong issue,Issue found,Link,Correct,,Incorrect,,"Step 7 did not display the required 'Microsoft Bing' popup, resulting in an incorrect execution.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41788&build=25100705406477&hitid=413606959&judgeid=3000733,"NeedDiscussion-ID 5365590 step 4 unclear .There are ad should continue, and no ad choose FNF.",Feature not found,Link,NeedDiscussion,"步骤4Please choose 'Feature not found' option, if the ad card in top banner placement. 逻辑错误，因此可以属于特殊案例给NeedDiscussion。",Correct,,"The Judge's selection of 'Feature not found' is correct for Step 4 because the screenshot shows no ad in the Top banner plaCorrectment, matching the explicit instruction to select 'Feature not found' if the ad card is not present. All other steps are either Edge browser settings (Steps 1 and 2, automatically correct), or are executed as described (Steps 3, 5, and 6). No issues or spam are present.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41788&build=25100705596245&hitid=330572721&judgeid=3296901,"NeedDiscussion-ID 5365529 step 4 unclear .There are ad should continue, and no ad choose FNF.",Feature not found,Link,NeedDiscussion,"步骤4Please choose 'Feature not found' option, if the ad card in top banner placement. 逻辑错误，因此可以属于特殊案例给NeedDiscussion。",Incorrect,,"The Judge selected 'Feature not found' in Step 4, stating that only a sponsor was found and not an ad in the Top banner plaCorrectment. However, the actual screenshot for Step 4 clearly shows an advertisement in the Top banner plaCorrectment (the large Equelle ad with 'スポンサー' label), which matches the standard step's requirement. According to the core rules, if the feature (ad in top banner) DOES appear and the Judge selects 'Feature not found', this is a misjudgment and must be marked Incorrect.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100603556724&hitid=330554899&judgeid=1567832,Incorrect-judge report wrong issue .there is precipitation,Issue found,Link,Correct,,Incorrect,,"Step 4 is Incorrect because the weather card does not display rain info or animation as required, even though all other steps are Correct.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100603562523&hitid=394120551&judgeid=2225579,did not check ads in River plaCorrectment,Feature not found,Link,Incorrect,judge在步骤 3 中选择了“Feature not found”，并表示未找到river ad。然而，步骤 3 的实际截图清晰地显示river ad，所以报告错误问题，应该选择incorrect。,Incorrect,,"The Judge selected 'Feature not found' for Step 3, stating 'Ich konnte dIncorrect River-Karte nicht finden.' However, the actual screenshot for Step 3 clearly shows the River plaCorrectment card (the area outlined in red contains multiple ad cards in the River section). According to the rules, if the feature appears and the Judge selects 'Feature not found,' this is a misjudgment and must be marked Incorrect.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100604393080&hitid=330554954&judgeid=2781208,step  3 did not turn it off,Issue found,Link,Incorrect,judge在第三步并没有按照步骤关掉按钮，所以选incorrect。,Incorrect,,"Step 10 contains a value mismatch for activation_sourCorrect (expected 7, found 1), making the overall result Incorrect.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100604393080&hitid=330554960&judgeid=2743698,Incorrect-judge report wrong issue there are ads in In article plaCorrectment,Feature not found,Link,Incorrect,judge对步骤 4 的comment是“Feature not found”，因为他认为文章中没有广告卡片，但截图中却显示了一张广告卡片，符合预期的“文章中广告”。因此，法官选择“Feature not found”是错误的，因为该功能确实出现在截图中。,Incorrect,,"The Judge's comment for Step 4 states 'Feature not found' because there were no advertising cards plaCorrectd within the article, but a promotional card is displayed in the screenshot. The standard step specifically asks to select 'Feature not found' only if the in-article plaCorrectment card is not found. The screenshot for Step 4 clearly shows a promotional card (ad) plaCorrectd within the article content, matching the expected 'in article plaCorrectment' ad. Therefore, the Judge's selection of 'Feature not found' is incorrect, as the feature does appear in the screenshot.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41789&build=14121100000007&hitid=475544209&judgeid=2087333,"did not Click on the second ""Search"" app to open side pane.",No Issue found,Link,Incorrect,步骤1点击侧边栏的搜索图标，但是judge没有点，所以选incorrect,Incorrect,,At least one non-Edge-setting step is Incorrect.,,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41805&build=14121100000004&hitid=384326625&judgeid=2704479,not see tooltips on hover,No Issue found,Link,NeedDiscussion,由于GS没有视频验证，所以我们无法从图片中判断judge是否将鼠标悬浮在了卡片上，所以应该被标记为NeedDiscussion。,Correct,,All steps are Edge browser setting steps and automatically considered correct as instructed.,,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41809&build=14121100000004&hitid=384326611&judgeid=3166125,"Incorrect-did not open a new tab, search a query and click the address bar.",No Issue found,Link,Incorrect,第7步中judge没有打开新标签页，没有进行搜索查询，也没有点击地址栏，所以选incorrect。,Correct,,"All steps are correct, including Edge browser setting steps which are automatically considered correct as instructed.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41823&build=25100803329840&hitid=476052919&judgeid=1320484,Incorrect-did not confirm that the button takes you to the Google Chrome store.judge takes microsoft page,No Issue found,Link,Incorrect,第6步错误，因为该按钮指向的是 Microsoft Edge 插件商店，而不是 Google Chrome 商店，所以选incorrect。,Incorrect,,Step 6 is incorrect because the button led to the Microsoft Edge Add-ons store instead of the Google Chrome store.,,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41823&build=25100803429974&hitid=394236250&judgeid=2225579,Incorrect-did not click on the later button and confirm if the pop up closes.,Issue found,Link,Incorrect,第3步judge没有点击“稍后”按钮，也没有确认弹出窗口是否关闭，因此选incorrect。,Incorrect,,"At least one step was executed incorrectly: navigation was done in Edge instead of Chrome Incognito, the required Chrome Store was not reached, and the popup was not closed as required.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41841&build=14121100000008&hitid=330419532&judgeid=2776779,Incorrect-did not open some web pages.,No Issue found,Link,Incorrect,第2步让打开一些页面，属于多步骤，右侧judge只打开了一个新的页面，没有按照步骤执行第二步，因此选incorrect。,Correct,,"All steps are correct, including Edge browser setting steps which are automatically considered correct.",,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41722&build=25100503394532&hitid=413595152&judgeid=3000733,,No Issue found,Link,Correct,,Correct,,All steps are correct and there are no issues found.,,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100603514397&hitid=413597023&judgeid=1971742,,No Issue found,Link,Correct,,Correct,,All steps are executed correctly according to the instructions and screenshots.,,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100603542375&hitid=413597018&judgeid=2839138,,Feature not found,Link,Correct,,Correct,,"Step 4 explicitly instructs to select 'Feature not found' if the In article plaCorrectment card is not found. The screenshot for Step 4 does not show any in-article ad plaCorrectment, only article content and social media embeds. Therefore, the Judge's selection of 'Feature not found' is correct according to the rules.",,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41788&build=25100705415998&hitid=396115910&judgeid=3201309,,NAS,Link,spam,图片完全一样，没有标记也没有任何有意义的操作，选spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41865&build=25100903428948&hitid=396146302&judgeid=2879363,,NAS,Link,NeedDiscussion,第四步例图中圈出了两个部分的广告，容易误导judge做错，这种类型选need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41891&build=25101003436154&hitid=413625675&judgeid=3000733,,NAS,Link,NeedDiscussion,第4步中提到的 :“Pass the testcase if you didn't find Rightrail placement card. ”属于过时测试步骤，需要更新，遇到这种选择need discussion。,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41926&build=25101103414346&hitid=330622923&judgeid=1242980,,NAS,Link,NeedDiscussion,由于GS没有视频，并且第2步存在多个步骤，需要分开验证，这类case 属于NeedDiscussion。,,,,,,
GenericSCorrectnario,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41752&build=25100603556724&hitid=330554900&judgeid=3187428,did not check ads in rightrail 2 plaCorrectment,No Issue found,Link,Incorrect,第四步参考例图中已经圈出来了需要检查的广告，但是judge没有往下滑动检查步骤要求的广告，所以选incorrect。,Correct,,"All steps are correct, including Edge browser setting steps and ad verification steps.",,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=44461&build=25112003314695&hitid=396968254&judgeid=2841617,,NAS,Link,spam,"图片完全一样，没有标记也没有任何操作,选择spam",,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=44461&build=25112003317256&hitid=356671388&judgeid=2933962,,NAS,Link,spam,"图片完全一样，没有标记也没有任何操作,选择spam",,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=44461&build=25110804161943&hitid=396177597&judgeid=2620059,,NAS,Link,NeedDiscussion,步骤 3无法验证屏幕是否大于或等于 1920 * 1080，选择need discussion。,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=43755&build=25110503311640&hitid=396714544&judgeid=3122856,,NAS,Link,spam,judge没有标记也没有任何操作，最后一步操作无意义，与步骤无关，选spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=43755&build=25110503316216&hitid=475328276&judgeid=1422099,,NAS,Link,spam,图片完全一样，没有任何操作，最后一张图中的标记像随意划上，无意义操作，选spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=43788&build=25102503518718&hitid=395249138&judgeid=3226633,,NAS,Link,NeedDiscussion,第四步例图中圈出了两个部分的广告，容易误导judge做错，这种类型选need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=43788&build=25102504006484&hitid=388489071&judgeid=793157,,NAS,Link,NeedDiscussion,第四步例图中圈出了两个部分的广告，容易误导judge做错，这种类型选need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=43788&build=25110603372174&hitid=478005027&judgeid=590172,,NAS,Link,NeedDiscussion,第四步例图中圈出了两个部分的广告，容易误导judge做错，这种类型选need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=43788&build=25110603468599&hitid=396739565&judgeid=3166110,,NAS,Link,NeedDiscussion,由于GS没有视频，并且第2步存在多个步骤，这类case 属于NeedDiscussion。,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=43788&build=25110604209045&hitid=356647655&judgeid=3259105,,NAS,Link,NeedDiscussion,第5步test case中pass the test case属于过期指令需更新，遇到可选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41891&build=25101003413822&hitid=473752265&judgeid=1967923,,NAS,Link,NeedDiscussion,第3步test case中pass this task.属于过期指令需更新，遇到可选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41926&build=25101103313141&hitid=330622841&judgeid=3072016,,NAS,Link,NeedDiscussion,第5步通过截图无法判断是否将鼠标悬浮并打开dashboard，选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41926&build=25101103422128&hitid=394408017&judgeid=1154578,,NAS,Link,NeedDiscussion,第二步和第三步存在多个步骤，这类case 属于NeedDiscussion。,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41926&build=25092803321866&hitid=384774445&judgeid=3151964,,NAS,Link,NeedDiscussion,最后一步通过图片无法验证是否悬浮，选needdiscussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42190&build=14121100000003&hitid=395837981&judgeid=3047603,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=44645&build=25112403312646&hitid=397170864&judgeid=2841617,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=44645&build=25112403312646&hitid=397170865&judgeid=2841617,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=44687&build=25112504025033&hitid=397233504&judgeid=773460,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42309&build=25102303534749&hitid=474299377&judgeid=2651548,,NAS,Link,Spam,没有任何有意义的操作，步骤让点击按钮也没有点，往下滑动之后没有进行任何操作，步骤没有要求往下滑，所以属于无意义操作，判定为spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42309&build=25102303534749&hitid=474299383&judgeid=1831408,,NAS,Link,Spam,没有任何有意义的操作，步骤让点击按钮也没有点，往下滑动之后没有进行任何操作，步骤没有要求往下滑，所以属于无意义操作，判定为spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42309&build=25102303532996&hitid=396427080&judgeid=3229061,,NAS,Link,NeedDiscussion,第2步then then pass this test case.属于过期指令需更新，遇到可选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42309&build=25102303536272&hitid=388210196&judgeid=448767,,NAS,Link,NeedDiscussion,第3步judge在截图中没有截到连接电脑电源的部分，所以无法判断是否连接，选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102404054247&hitid=356628524&judgeid=3225787,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102403315706&hitid=474330472&judgeid=3296769,,NAS,Link,NeedDiscussion,第4步中先后点击勾号加号属于多步骤操作，选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102403422713&hitid=396458118&judgeid=2381688,,NAS,Link,NeedDiscussion,最后一步通过图片无法验证是否悬浮，选needdiscussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102403488406&hitid=474330794&judgeid=2945369,,NAS,Link,NeedDiscussion,第四步例图中圈出了两个部分的广告，容易误导judge做错，这种类型选need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102403527603&hitid=356628338&judgeid=2955981,,NAS,Link,NeedDiscussion,步骤四让重复前面的步骤，通过图片无法验证judge是否重复步骤 1、2、3 共 5 次，选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42419&build=25102503314401&hitid=477076864&judgeid=2758859,,NAS,Link,NeedDiscussion,第三步多步骤，选择need discussion,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102404021469&hitid=396459832&judgeid=2381688,,NAS,Link,Spam ,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=42359&build=25102404021469&hitid=396459846&judgeid=2381688,,NAS,Link,Spam ,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41289&build=25092209074169&hitid=356569614&judgeid=3008940,,NAS,Link,Spam ,截图虽然不完全一致，但是与步骤无关，无意义操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41350&build=25092403339251&hitid=395817224&judgeid=2381688,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41373&build=14121100000004&hitid=384326568&judgeid=2814231,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41375&build=14121100000003&hitid=395838013&judgeid=3193974,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41408&build=14121100000004&hitid=384326591&judgeid=1748023,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41423&build=14121100000003&hitid=395838013&judgeid=1748023,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41183&build=25092107483587&hitid=469320073&judgeid=3152645,,NAS,Link,Spam,图片完全一样，没有标记也没有任何有意义的操作，选择spam,,,,,,
,https://crowdintelligence.azurewebsites.net/triaging/v1/permalink?metric=GenericScenario&auditid=41183&build=25092108453000&hitid=394197652&judgeid=2909415,,NAS,Link,Spam,截图不完全一致，但是属于页面加载过程中的截图，无意义操作，选择spam,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,, ,,,,,,
